  -9.5639548e-01  -7.7655561e-01  -5.5141277e-01  -4.6434506e-01  -3.9681326e-01  -3.1191747e-01  -2.4638515e-01  -1.9965651e-01  -1.7550747e-01  -1.2991463e-01  -8.5062870e-02  -1.1510164e-01  -6.9298079e-02  -7.1792941e-02  -5.2451742e-02  -3.2858320e-02
  -9.3221420e-01  -7.8049166e-01  -5.6167170e-01  -4.6987209e-01  -3.8810105e-01  -3.2228144e-01  -2.5113469e-01  -1.9717961e-01  -1.6341263e-01  -1.2796853e-01  -7.9749781e-02  -1.0530001e-01  -6.9439393e-02  -6.4374865e-02  -5.8331691e-02  -3.2519398e-02
  -9.0387116e-01  -7.8587789e-01  -5.7379733e-01  -4.6760136e-01  -3.7870986e-01  -3.2924792e-01  -2.5385442e-01  -1.9278529e-01  -1.5167553e-01  -1.2998498e-01  -8.7982119e-02  -9.0142121e-02  -7.0570678e-02  -6.2334465e-02  -5.2040297e-02  -4.1311076e-02
  -8.8168308e-01  -7.8837822e-01  -5.8599023e-01  -4.5605440e-01  -3.7281005e-01  -3.3220975e-01  -2.5539078e-01  -1.8923180e-01  -1.4452715e-01  -1.3664371e-01  -1.0222933e-01  -8.1548625e-02  -6.9071558e-02  -6.6944632e-02  -3.7188053e-02  -5.0064883e-02
  -8.7220054e-01  -7.8420386e-01  -5.9588229e-01  -4.3848410e-01  -3.7048588e-01  -3.3091068e-01  -2.5692516e-01  -1.8657159e-01  -1.4351752e-01  -1.4208565e-01  -1.1965359e-01  -8.5019301e-02  -6.2563320e-02  -7.4133009e-02  -2.0215027e-02  -5.4898754e-02
  -8.7459000e-01  -7.7150432e-01  -6.0052896e-01  -4.2132883e-01  -3.7020511e-01  -3.2497922e-01  -2.5842047e-01  -1.8330931e-01  -1.4625245e-01  -1.4007573e-01  -1.3584127e-01  -9.1854974e-02  -5.2345594e-02  -7.6719991e-02  -6.7923013e-03  -5.5539315e-02
  -8.8153382e-01  -7.5112350e-01  -5.9690059e-01  -4.1121546e-01  -3.6979660e-01  -3.1437581e-01  -2.5826709e-01  -1.7848180e-01  -1.4787515e-01  -1.2943881e-01  -1.4372157e-01  -9.3682242e-02  -4.2169240e-02  -6.9050057e-02  -2.6050121e-03  -5.1329223e-02
  -8.8295111e-01  -7.2670411e-01  -5.8313311e-01  -4.1215785e-01  -3.6584364e-01  -3.0053211e-01  -2.5419164e-01  -1.7226556e-01  -1.4439741e-01  -1.1444816e-01  -1.3870684e-01  -9.0148069e-02  -3.5596052e-02  -5.0313391e-02  -1.2794647e-02  -4.2057469e-02
  -8.7088135e-01  -7.0328433e-01  -5.6005887e-01  -4.2347979e-01  -3.5521923e-01  -2.8682796e-01  -2.4490774e-01  -1.6578205e-01  -1.3524025e-01  -1.0216254e-01  -1.2266743e-01  -8.5783569e-02  -3.6018891e-02  -2.5381268e-02  -2.7188060e-02  -3.2021581e-02
  -8.4393102e-01  -6.8473164e-01  -5.3178888e-01  -4.3928559e-01  -3.3868329e-01  -2.7736921e-01  -2.3147501e-01  -1.6091227e-01  -1.2361913e-01  -9.8346397e-02  -1.0351970e-01  -8.3664879e-02  -4.6761233e-02  -5.3409477e-03  -4.1846610e-02  -2.9883003e-02
  -8.0854982e-01  -6.7237548e-01  -5.0439592e-01  -4.5067042e-01  -3.2205433e-01  -2.7475844e-01  -2.1713260e-01  -1.5938557e-01  -1.1464718e-01  -1.0399694e-01  -8.9331201e-02  -8.2247536e-02  -6.4396359e-02  -1.8803217e-02  -5.0960731e-02  -3.2989518e-02
  -7.7540751e-01  -6.6563072e-01  -4.8327702e-01  -4.5003378e-01  -3.1218380e-01  -2.7871463e-01  -2.0553663e-01  -1.6108953e-01  -1.1226181e-01  -1.1480849e-01  -8.1631077e-02  -7.9295054e-02  -8.0904214e-02  -3.4847329e-02  -5.0770418e-02  -3.0562017e-02
  -7.5307948e-01  -6.6266427e-01  -4.7100082e-01  -4.3462348e-01  -3.1157055e-01  -2.8620597e-01  -1.9901323e-01  -1.6377542e-01  -1.1690573e-01  -1.2384061e-01  -7.7803760e-02  -7.5539259e-02  -8.9898110e-02  -5.2911199e-02  -4.1311486e-02  -1.9513137e-02
  -7.4364246e-01  -6.6067442e-01  -4.6674730e-01  -4.0732841e-01  -3.1760923e-01  -2.9241406e-01  -1.9801608e-01  -1.6471194e-01  -1.2532655e-01  -1.2524066e-01  -7.6684921e-02  -7.3330931e-02  -8.8871024e-02  -6.9559651e-02  -2.5843471e-02  -3.6758303e-03
  -7.4206826e-01  -6.5694922e-01  -4.6678654e-01  -3.7533420e-01  -3.2534518e-01  -2.9217471e-01  -2.0100122e-01  -1.6208496e-01  -1.3216987e-01  -1.1704165e-01  -7.6951660e-02  -7.3415399e-02  -7.9231900e-02  -7.7369577e-02  -1.0482315e-02  -1.1228628e-02
  -7.3782495e-01  -6.4966741e-01  -4.6518653e-01  -3.4737247e-01  -3.2918593e-01  -2.8196584e-01  -2.0419104e-01  -1.5522594e-01  -1.3219381e-01  -1.0265076e-01  -7.5953441e-02  -7.4139657e-02  -6.5186180e-02  -7.1935954e-02  -1.7611130e-02  -1.8753682e-02
  -7.1781230e-01  -6.3598014e-01  -4.5495142e-01  -3.2884267e-01  -3.2377526e-01  -2.6200988e-01  -2.0245528e-01  -1.4444139e-01  -1.2256640e-01  -9.0247948e-02  -7.3956812e-02  -7.3479428e-02  -5.1802368e-02  -5.7048631e-02  -3.8380767e-02  -1.8477179e-02
  -6.7130939e-01  -6.0867221e-01  -4.3007338e-01  -3.1699316e-01  -3.0594452e-01  -2.3662113e-01  -1.9193483e-01  -1.3078067e-01  -1.0460459e-01  -8.6453931e-02  -7.5183026e-02  -7.0632306e-02  -4.3053125e-02  -4.6861077e-02  -6.1108515e-02  -1.8306586e-02
  -5.9538865e-01  -5.5773862e-01  -3.8785806e-01  -3.0268013e-01  -2.7644676e-01  -2.1054440e-01  -1.7252969e-01  -1.1530973e-01  -8.3369980e-02  -8.8016956e-02  -7.9321666e-02  -6.5610100e-02  -4.1268155e-02  -5.0138629e-02  -7.9554296e-02  -2.5182787e-02
  -4.9634339e-01  -4.7832952e-01  -3.2988607e-01  -2.7779210e-01  -2.3874716e-01  -1.8375254e-01  -1.4754897e-01  -9.8212921e-02  -6.4268997e-02  -8.6858026e-02  -7.8416137e-02  -5.8145941e-02  -4.5347285e-02  -5.4209946e-02  -8.6319813e-02  -3.1852117e-02
  -3.8548429e-01  -3.7649130e-01  -2.6100938e-01  -2.3970234e-01  -1.9580210e-01  -1.5179285e-01  -1.2059580e-01  -7.9088717e-02  -4.9180627e-02  -7.8590882e-02  -6.6308698e-02  -4.7836053e-02  -4.9497991e-02  -5.2205867e-02  -7.7356553e-02  -3.4890911e-02
  -2.7367264e-01  -2.6689598e-01  -1.8781713e-01  -1.9041836e-01  -1.4891418e-01  -1.1151300e-01  -9.3139030e-02  -5.8380401e-02  -3.6660391e-02  -6.2923647e-02  -4.4516411e-02  -3.5319532e-02  -4.7972868e-02  -4.9696353e-02  -5.4506072e-02  -3.7159142e-02
  -1.6950141e-01  -1.6622220e-01  -1.1832109e-01  -1.3420849e-01  -9.9835894e-02  -6.5643593e-02  -6.5296009e-02  -3.8141585e-02  -2.5665795e-02  -4.1975405e-02  -2.3977593e-02  -2.2999523e-02  -3.9124196e-02  -5.0622804e-02  -2.5060629e-02  -3.8697017e-02
  -8.1310807e-02  -8.6845663e-02  -6.3790148e-02  -7.6269127e-02  -5.3313789e-02  -2.9433526e-02  -3.8468963e-02  -2.0843486e-02  -1.7454308e-02  -1.9708057e-02  -2.5241114e-02  -1.4830097e-02  -2.7459905e-02  -4.8503383e-02  -9.0244529e-03  -3.3697064e-02
  -2.1400990e-02  -3.1549025e-02  -4.1440946e-02  -2.2498414e-02  -1.7370545e-02  -3.8473512e-02  -1.7544872e-02  -6.8122156e-03  -1.3714197e-02  -4.7577000e-03  -3.2631216e-02  -1.4365075e-02  -2.3975405e-02  -3.6810423e-02  -2.3366854e-02  -2.1138032e-02
  -1.7804642e-02  -1.0604488e-02  -4.4665296e-02  -2.6101096e-02  -4.2959491e-04  -5.1787240e-02  -1.0833204e-02  -1.2282106e-02  -1.2981644e-02  -1.8435499e-02  -2.8151625e-02  -2.1584914e-02  -2.7862032e-02  -2.0693259e-02  -3.0198501e-02  -3.0645564e-02
  -6.4503937e-03  -4.6479470e-02  -4.8692548e-02  -6.2114131e-02  -6.2125625e-03  -4.2786667e-02  -8.3390444e-03  -3.1975478e-02  -1.2997806e-02  -3.8264298e-02  -1.2600462e-02  -3.4257457e-02  -2.6321683e-02  -2.5695632e-02  -3.7096078e-02  -6.0684238e-02
   3.7616022e-02   8.2141177e-02   6.2033476e-02   8.8540437e-02   3.0506153e-02   1.3978794e-02   4.2164058e-03   5.1489470e-02   1.3030389e-02   6.4444886e-02   6.6022429e-03   4.7077123e-02   1.8422649e-02   3.9746707e-02   4.8864549e-02   8.2683832e-02
   1.0025011e-01   1.1468858e-01   8.9280363e-02   1.0521800e-01   6.2528401e-02   2.6610152e-02   2.1882883e-02   6.4322023e-02   1.2036239e-02   9.0525146e-02   1.9596627e-02   5.3635838e-02   1.8408189e-02   4.3464948e-02   5.4959639e-02   8.5003154e-02
   1.6588021e-01   1.4307585e-01   1.1833166e-01   1.1163311e-01   9.0379206e-02   6.1010222e-02   4.1222820e-02   6.6573626e-02   1.0677678e-02   1.0699494e-01   2.2664980e-02   4.9982705e-02   2.7549713e-02   3.7088243e-02   4.7031393e-02   6.6640449e-02
   2.2226891e-01   1.6740284e-01   1.4048954e-01   1.0838399e-01   1.0604569e-01   8.2614869e-02   5.7118404e-02   5.8700235e-02   1.5027529e-02   1.0746012e-01   1.6857061e-02   3.6258906e-02   3.0725809e-02   2.8194999e-02   2.6637786e-02   3.6178248e-02
   2.6423693e-01   1.8849062e-01   1.5509756e-01   1.0007470e-01   1.0791654e-01   8.9240847e-02   6.7916286e-02   4.4918008e-02   2.6532859e-02   9.1213375e-02   7.9839074e-03   1.6583471e-02   2.3806693e-02   2.2774602e-02   1.3444466e-02   1.6847032e-02
   2.9365568e-01   2.1046083e-01   1.6798208e-01   9.7678263e-02   1.0151232e-01   8.6293715e-02   7.5150264e-02   3.1219709e-02   4.0875031e-02   6.3673249e-02   7.2695894e-03   7.7960376e-03   1.5010637e-02   1.8756427e-02   2.8436603e-02   2.8604614e-02
   3.1748244e-01   2.4080742e-01   1.8712660e-01   1.1380030e-01   9.8073980e-02   8.4796923e-02   8.2123574e-02   2.3200020e-02   5.4882893e-02   3.7015393e-02   1.3528588e-02   2.1912186e-02   2.7191980e-02   2.0435829e-02   3.4312059e-02   2.9420755e-02
   3.4416168e-01   2.8295873e-01   2.1572919e-01   1.4925593e-01   1.0675363e-01   9.5153548e-02   9.1218969e-02   2.6038114e-02   6.6926652e-02   3.2064795e-02   2.3432150e-02   3.1174993e-02   4.6206837e-02   3.5088507e-02   2.9913596e-02   1.5261670e-02
   3.7951888e-01   3.3071261e-01   2.4970104e-01   1.9501483e-01   1.2627576e-01   1.1958212e-01   1.0221035e-01   4.0877566e-02   7.7411435e-02   4.5127936e-02   3.7007917e-02   3.8773476e-02   6.0636391e-02   5.1323544e-02   4.1628127e-02   2.9853629e-02
   4.2446291e-01   3.7401221e-01   2.8239254e-01   2.4130244e-01   1.5101066e-01   1.5378768e-01   1.1325725e-01   6.2455631e-02   8.7917768e-02   5.8334507e-02   4.9440761e-02   5.0500499e-02   6.8338690e-02   5.9279087e-02   6.9392725e-02   6.0815788e-02
   4.7549235e-01   4.0754811e-01   3.0956119e-01   2.8008006e-01   1.7741280e-01   1.9103239e-01   1.2257998e-01   8.5213922e-02   9.8540651e-02   7.0498989e-02   5.6484412e-02   6.5373066e-02   6.9063000e-02   5.5416486e-02   9.0047527e-02   8.1176223e-02
   5.2686133e-01   4.3354630e-01   3.3092371e-01   3.0681029e-01   2.0277830e-01   2.2380349e-01   1.2914391e-01   1.0583623e-01   1.0662089e-01   8.2326000e-02   5.8019555e-02   7.8809805e-02   6.1714772e-02   4.1773354e-02   9.2148141e-02   8.3174359e-02
   5.7306230e-01   4.5910289e-01   3.4964001e-01   3.2259004e-01   2.2429047e-01   2.4613087e-01   1.3288706e-01   1.2392840e-01   1.0898625e-01   9.2358518e-02   5.7640619e-02   8.8441680e-02   4.5253331e-02   2.3689060e-02   7.4660901e-02   6.7043980e-02
   6.1098120e-01   4.9136517e-01   3.7112677e-01   3.3429281e-01   2.4105106e-01   2.5578257e-01   1.3522608e-01   1.4080018e-01   1.0577097e-01   9.9667495e-02   5.8156549e-02   9.4670351e-02   2.3772269e-02   8.5593955e-03   4.5188102e-02   3.9329981e-02
   6.4120362e-01   5.3317871e-01   4.0061621e-01   3.5011614e-01   2.5624587e-01   2.5494874e-01   1.3956522e-01   1.5678719e-01   1.0272836e-01   1.0544996e-01   5.8553337e-02   9.8468189e-02   2.5136149e-02   1.6501179e-02   1.7793205e-02   1.1290387e-02
   6.6757277e-01   5.8105682e-01   4.3896573e-01   3.7240197e-01   2.7515670e-01   2.4888879e-01   1.5022229e-01   1.6974509e-01   1.0728198e-01   1.1141215e-01   5.9700065e-02   9.9696639e-02   4.7796521e-02   3.3287815e-02   1.2831804e-02   1.6005780e-02
   6.9474980e-01   6.2668641e-01   4.8021075e-01   3.9641198e-01   2.9899753e-01   2.4325609e-01   1.6892742e-01   1.7674744e-01   1.1974065e-01   1.1737110e-01   6.9205140e-02   9.8048879e-02   6.3884477e-02   5.0190214e-02   1.3099636e-02   2.6087535e-02
   7.2557516e-01   6.6129271e-01   5.1462275e-01   4.1681831e-01   3.2252638e-01   2.4214132e-01   1.9247044e-01   1.7737619e-01   1.3579413e-01   1.2135298e-01   8.9923585e-02   9.4779562e-02   6.8698982e-02   6.3612572e-02   9.8613573e-03   2.5439402e-02
   7.6032649e-01   6.8014902e-01   5.3470490e-01   4.3276999e-01   3.3895928e-01   2.4774282e-01   2.1452654e-01   1.7565937e-01   1.5575201e-01   1.2154232e-01   1.1291849e-01   9.2117602e-02   6.5926553e-02   7.0155913e-02   2.2650951e-02   1.7732702e-02
   7.9758756e-01   6.8478231e-01   5.3930417e-01   4.4727681e-01   3.4514805e-01   2.6045193e-01   2.2888318e-01   1.7893501e-01   1.8274872e-01   1.1745632e-01   1.2800496e-01   9.1017654e-02   6.3574204e-02   6.7834917e-02   3.6053934e-02   6.7366459e-03
   8.3529623e-01   6.8228977e-01   5.3422542e-01   4.6408847e-01   3.4247003e-01   2.7879228e-01   2.3162740e-01   1.9308479e-01   2.1378746e-01   1.0980447e-01   1.3000796e-01   9.0848164e-02   6.8712768e-02   5.6022220e-02   4.2250450e-02   6.4450798e-03
   8.7153211e-01   6.8242452e-01   5.2982320e-01   4.8494817e-01   3.3518322e-01   2.9982574e-01   2.2244183e-01   2.1748021e-01   2.3802879e-01   9.9806328e-02   1.1986766e-01   9.1345295e-02   8.2535370e-02   3.6255431e-02   4.1808271e-02   2.1803278e-02
   9.0510008e-01   6.9346147e-01   5.3610606e-01   5.0752808e-01   3.2906624e-01   3.2010700e-01   2.0518576e-01   2.4518403e-01   2.4364362e-01   8.8736364e-02   1.0384063e-01   9.3057170e-02   1.0095702e-01   2.2888595e-02   3.7420327e-02   3.7219039e-02
   9.3549178e-01   7.1841111e-01   5.5689829e-01   5.2491974e-01   3.3022840e-01   3.3684170e-01   1.8689941e-01   2.6666298e-01   2.2538819e-01   7.8168796e-02   9.0933780e-02   9.5267911e-02   1.1708050e-01   4.3827920e-02   2.8874810e-02   4.8032785e-02
   9.6197899e-01   7.5374602e-01   5.8710178e-01   5.2874586e-01   3.4139929e-01   3.4882931e-01   1.7431402e-01   2.7324734e-01   1.8860383e-01   7.0559527e-02   8.8848912e-02   9.5314691e-02   1.2362290e-01   7.1467497e-02   1.6862097e-02   4.9479446e-02
   9.8282633e-01   7.9168970e-01   6.1590046e-01   5.1496396e-01   3.5785774e-01   3.5663647e-01   1.7006970e-01   2.6053637e-01   1.4748565e-01   6.9281998e-02   1.0003358e-01   9.1190652e-02   1.1670034e-01   8.9965144e-02   1.8558626e-02   3.9558622e-02
   9.9587288e-01   8.2456034e-01   6.3336702e-01   4.8775891e-01   3.7007852e-01   3.6209434e-01   1.7335972e-01   2.3159800e-01   1.1722888e-01   7.7823244e-02   1.2015934e-01   8.3989627e-02   9.8444400e-02   9.5413678e-02   3.1651345e-02   2.0211518e-02
   1.0000000e+00   8.4834492e-01   6.3582226e-01   4.5847225e-01   3.7132983e-01   3.6777259e-01   1.8321221e-01   1.9839022e-01   1.0498933e-01   9.7376129e-02   1.4027901e-01   7.7663509e-02   7.5986205e-02   8.9326848e-02   3.6860523e-02   4.7495970e-03
   9.9588367e-01   8.6365801e-01   6.2741001e-01   4.4094639e-01   3.6219909e-01   3.7596203e-01   1.9867487e-01   1.7874548e-01   1.1111152e-01   1.2419335e-01   1.5105215e-01   7.6843743e-02   5.7296026e-02   7.4806846e-02   3.7203320e-02   2.9227234e-02
   9.8549166e-01   8.7414879e-01   6.1778161e-01   4.4588050e-01   3.4963352e-01   3.8629068e-01   2.1726250e-01   1.8357083e-01   1.3398830e-01   1.5036136e-01   1.4638958e-01   8.4191558e-02   4.7052853e-02   5.3516295e-02   5.3996892e-02   5.2508037e-02
