  -8.1155027e-01  -5.8599947e-01  -6.3807830e-01  -4.8115678e-01  -4.3411431e-01  -3.9809670e-01  -3.1993371e-01  -3.0236085e-01  -2.5697072e-01  -2.1690227e-01  -1.9374073e-01  -1.6161253e-01  -1.4698447e-01  -1.3275947e-01  -1.1319583e-01  -1.0028702e-01  -8.0673032e-02  -7.4954609e-02  -7.5956578e-02  -5.9590091e-02  -5.9891378e-02  -4.1676586e-02  -3.2973083e-02  -3.7288341e-02  -3.4698690e-02  -2.5968040e-02  -1.9155671e-02  -2.3386861e-02  -1.4413354e-02  -3.2604240e-02  -7.3798100e-03  -1.7949343e-02  -1.8138985e-02  -1.0020886e-03  -1.6713769e-02  -2.2824274e-02  -1.5182351e-02  -7.4393886e-03  -1.2812772e-02  -1.3024118e-02  -1.2506319e-02  -5.4845026e-03  -1.4401671e-02  -9.4387386e-03  -1.2656593e-02  -6.3255158e-03  -9.7930924e-03  -4.5468416e-03  -9.1153675e-03  -2.2132200e-03  -5.3525332e-03  -1.1101170e-02  -4.6669552e-03  -8.2240229e-03  -8.6878605e-03  -8.5777879e-03  -1.9889231e-03  -1.0661005e-02  -1.0880665e-02  -1.6686525e-02  -1.1625355e-02  -1.8734627e-02  -8.1344305e-03
  -8.0711782e-01  -5.8987803e-01  -6.3692337e-01  -4.7972921e-01  -4.3724907e-01  -3.9719019e-01  -3.2078941e-01  -3.0373657e-01  -2.5592337e-01  -2.1898576e-01  -1.9400179e-01  -1.6250950e-01  -1.4781502e-01  -1.3262136e-01  -1.1348643e-01  -9.9910664e-02  -8.0926706e-02  -7.4834015e-02  -7.6292122e-02  -6.0354451e-02  -6.0147872e-02  -4.1436474e-02  -3.4145387e-02  -3.6441460e-02  -3.5111426e-02  -2.6535860e-02  -1.9062063e-02  -2.3635361e-02  -1.5347027e-02  -3.2706012e-02  -6.9508589e-03  -1.7255594e-02  -1.8026329e-02  -2.0979362e-03  -1.6576538e-02  -2.2671398e-02  -1.4811350e-02  -8.1366468e-03  -1.2850963e-02  -1.2663545e-02  -1.2303862e-02  -5.9256069e-03  -1.3898116e-02  -9.0695325e-03  -1.2846381e-02  -6.0344079e-03  -9.5095905e-03  -4.5738941e-03  -8.5413867e-03  -2.7454382e-03  -5.4099299e-03  -1.1320875e-02  -4.8415027e-03  -7.8477922e-03  -8.2390022e-03  -8.8226778e-03  -1.9012867e-03  -1.0443442e-02  -1.0772579e-02  -1.6452001e-02  -1.1260558e-02  -1.8304479e-02  -7.9840600e-03
  -8.0231142e-01  -5.9348869e-01  -6.3516291e-01  -4.7829835e-01  -4.3999625e-01  -3.9592010e-01  -3.2162150e-01  -3.0469372e-01  -2.5489573e-01  -2.2101685e-01  -1.9414972e-01  -1.6337696e-01  -1.4846633e-01  -1.3243370e-01  -1.1376262e-01  -9.9447394e-02  -8.1150109e-02  -7.4679835e-02  -7.6409802e-02  -6.0956998e-02  -6.0300620e-02  -4.1245214e-02  -3.5158104e-02  -3.5544619e-02  -3.5481058e-02  -2.7015768e-02  -1.9076266e-02  -2.3804832e-02  -1.6237306e-02  -3.2638427e-02  -6.5842182e-03  -1.6516309e-02  -1.7810566e-02  -3.2610879e-03  -1.6336038e-02  -2.2383019e-02  -1.4399245e-02  -8.8216963e-03  -1.2831595e-02  -1.2327527e-02  -1.2025961e-02  -6.2845255e-03  -1.3316424e-02  -8.5893997e-03  -1.2903045e-02  -5.7916156e-03  -9.1749103e-03  -4.6177042e-03  -8.0862831e-03  -3.2282990e-03  -5.4400327e-03  -1.1453552e-02  -4.9396103e-03  -7.4790025e-03  -7.9094708e-03  -9.0409123e-03  -1.8142239e-03  -1.0123166e-02  -1.0611910e-02  -1.6102629e-02  -1.0867783e-02  -1.7713625e-02  -7.8121092e-03
  -7.9710766e-01  -5.9672462e-01  -6.3276556e-01  -4.7682401e-01  -4.4228752e-01  -3.9428689e-01  -3.2238090e-01  -3.0521086e-01  -2.5390835e-01  -2.2293328e-01  -1.9418099e-01  -1.6418764e-01  -1.4892572e-01  -1.3221635e-01  -1.1400680e-01  -9.8906573e-02  -8.1343510e-02  -7.4500447e-02  -7.6313450e-02  -6.1387019e-02  -6.0349601e-02  -4.1116682e-02  -3.5999384e-02  -3.4640958e-02  -3.5805785e-02  -2.7415851e-02  -1.9189032e-02  -2.3906456e-02  -1.7067965e-02  -3.2401476e-02  -6.2946678e-03  -1.5750793e-02  -1.7494253e-02  -4.3771592e-03  -1.5995649e-02  -2.1968579e-02  -1.3964295e-02  -9.4658301e-03  -1.2742726e-02  -1.2007790e-02  -1.1671159e-02  -6.5602894e-03  -1.2673719e-02  -8.0207889e-03  -1.2820059e-02  -5.6189214e-03  -8.7926538e-03  -4.6669180e-03  -7.7739959e-03  -3.6288669e-03  -5.4467748e-03  -1.1496764e-02  -4.9596266e-03  -7.1216192e-03  -7.6723036e-03  -9.2204670e-03  -1.7248609e-03  -9.7062468e-03  -1.0402826e-02  -1.5651579e-02  -1.0454974e-02  -1.6978828e-02  -7.6273042e-03
  -7.9147004e-01  -5.9947223e-01  -6.2968960e-01  -4.7525175e-01  -4.4404690e-01  -3.9228632e-01  -3.2300761e-01  -3.0526563e-01  -2.5296085e-01  -2.2466408e-01  -1.9408521e-01  -1.6490751e-01  -1.4917789e-01  -1.3198010e-01  -1.1419626e-01  -9.8295219e-02  -8.1501373e-02  -7.4300487e-02  -7.6010989e-02  -6.1637224e-02  -6.0296424e-02  -4.1056205e-02  -3.6661724e-02  -3.3771456e-02  -3.6082058e-02  -2.7743343e-02  -1.9379002e-02  -2.3952295e-02  -1.7824648e-02  -3.1998669e-02  -6.0924994e-03  -1.4978272e-02  -1.7082597e-02  -5.4093684e-03  -1.5559930e-02  -2.1438214e-02  -1.3523675e-02  -1.0045327e-02  -1.2575803e-02  -1.1692145e-02  -1.1240184e-02  -6.7548806e-03  -1.1984680e-02  -7.3889860e-03  -1.2596865e-02  -5.5308045e-03  -8.3680904e-03  -4.7106988e-03  -7.6080813e-03  -3.9338652e-03  -5.4354217e-03  -1.1451844e-02  -4.9028814e-03  -6.7745241e-03  -7.4944837e-03  -9.3517314e-03  -1.6304392e-03  -9.2021610e-03  -1.0149667e-02  -1.5113585e-02  -1.0030776e-02  -1.6121669e-02  -7.4386489e-03
  -7.8534528e-01  -6.0160939e-01  -6.2588124e-01  -4.7351201e-01  -4.4519052e-01  -3.8990776e-01  -3.2343088e-01  -3.0483346e-01  -2.5203018e-01  -2.2613115e-01  -1.9384431e-01  -1.6549617e-01  -1.4920456e-01  -1.3172485e-01  -1.1430355e-01  -9.7617396e-02  -8.1612078e-02  -7.4080107e-02  -7.5512794e-02  -6.1703470e-02  -6.0143615e-02  -4.1059837e-02  -3.7141775e-02  -3.2972156e-02  -3.6304063e-02  -2.8004386e-02  -1.9615663e-02  -2.3953330e-02  -1.8495341e-02  -3.1436550e-02  -5.9812443e-03  -1.4216632e-02  -1.6583355e-02  -6.3347975e-03  -1.5034755e-02  -2.0802460e-02  -1.3091530e-02  -1.0541399e-02  -1.2326212e-02  -1.1366656e-02  -1.0735953e-02  -6.8727593e-03  -1.1261248e-02  -6.7214900e-03  -1.2238992e-02  -5.5300927e-03  -7.9077612e-03  -4.7394004e-03  -7.5700860e-03  -4.1405998e-03  -5.4115663e-03  -1.1324339e-02  -4.7734634e-03  -6.4315215e-03  -7.3435254e-03  -9.4278848e-03  -1.5285333e-03  -8.6238685e-03  -9.8566237e-03  -1.4504317e-02  -9.6041897e-03  -1.5167628e-02  -7.2549672e-03
  -7.7865967e-01  -6.0300343e-01  -6.2127321e-01  -4.7151928e-01  -4.4562647e-01  -3.8713238e-01  -3.2356944e-01  -3.0388642e-01  -2.5107032e-01  -2.2725109e-01  -1.9343186e-01  -1.6590740e-01  -1.4898415e-01  -1.3143837e-01  -1.1429686e-01  -9.6873590e-02  -8.1657965e-02  -7.3834407e-02  -7.4829984e-02  -6.1584263e-02  -5.9893790e-02  -4.1114459e-02  -3.7440073e-02  -3.2271375e-02  -3.6463479e-02  -2.8203826e-02  -1.9863195e-02  -2.3917696e-02  -1.9070659e-02  -3.0724161e-02  -5.9564449e-03  -1.3481056e-02  -1.6006640e-02  -7.1372200e-03  -1.4427509e-02  -2.0072093e-02  -1.2677355e-02  -1.0940148e-02  -1.1993502e-02  -1.1017871e-02  -1.0163427e-02  -6.9203941e-03  -1.0512791e-02  -6.0475127e-03  -1.1757844e-02  -5.6063540e-03  -7.4190711e-03  -4.7451968e-03  -7.6247227e-03  -4.2537061e-03  -5.3802483e-03  -1.1124213e-02  -4.5778561e-03  -6.0822239e-03  -7.1922910e-03  -9.4449837e-03  -1.4171514e-03  -7.9879664e-03  -9.5274801e-03  -1.3839846e-02  -9.1841516e-03  -1.4145096e-02  -7.0843919e-03
  -7.7131566e-01  -6.0350934e-01  -6.1578382e-01  -4.6917121e-01  -4.4525487e-01  -3.8393115e-01  -3.2333184e-01  -3.0239207e-01  -2.5001366e-01  -2.2793696e-01  -1.9281283e-01  -1.6608994e-01  -1.4849153e-01  -1.3109585e-01  -1.1414058e-01  -9.6060055e-02  -8.1615727e-02  -7.3553086e-02  -7.3972784e-02  -6.1280115e-02  -5.9548796e-02  -4.1198683e-02  -3.7560693e-02  -3.1687238e-02  -3.6549551e-02  -2.8345044e-02  -2.0084332e-02  -2.3849406e-02  -1.9543943e-02  -2.9872502e-02  -6.0061691e-03  -1.2782715e-02  -1.5364628e-02  -7.8057828e-03  -1.3747317e-02  -1.9258045e-02  -1.2285028e-02  -1.1232520e-02  -1.1581319e-02  -1.0634715e-02  -9.5293425e-03  -6.9057583e-03  -9.7466534e-03  -5.3976292e-03  -1.1170168e-02  -5.7381159e-03  -6.9098852e-03  -4.7226422e-03  -7.7292084e-03  -4.2837797e-03  -5.3453779e-03  -1.0865728e-02  -4.3244516e-03  -5.7137807e-03  -7.0213678e-03  -9.4018199e-03  -1.2947167e-03  -7.3149740e-03  -9.1654835e-03  -1.3136213e-02  -8.7790519e-03  -1.3084362e-02  -6.9338142e-03
  -7.6318942e-01  -6.0296870e-01  -6.0931669e-01  -4.6634832e-01  -4.4396838e-01  -3.8026304e-01  -3.2261714e-01  -3.0031265e-01  -2.4877382e-01  -2.2810025e-01  -1.9194367e-01  -1.6598854e-01  -1.4769813e-01  -1.3066031e-01  -1.1379596e-01  -9.5168168e-02  -8.1457158e-02  -7.3220348e-02  -7.2949124e-02  -6.0792820e-02  -5.9108901e-02  -4.1284453e-02  -3.7510791e-02  -3.1225932e-02  -3.6549449e-02  -2.8429778e-02  -2.0243599e-02  -2.3747761e-02  -1.9911182e-02  -2.8894023e-02  -6.1131292e-03  -1.2127753e-02  -1.4671169e-02  -8.3346541e-03  -1.3005261e-02  -1.8371404e-02  -1.1912739e-02  -1.1414198e-02  -1.1097052e-02  -1.0209842e-02  -8.8418470e-03  -6.8377805e-03  -8.9689257e-03  -4.8034058e-03  -1.0497236e-02  -5.8977816e-03  -6.3881530e-03  -4.6691479e-03  -7.8421626e-03  -4.2466643e-03  -5.3095849e-03  -1.0566935e-02  -4.0229777e-03  -5.3132466e-03  -6.8194758e-03  -9.2996110e-03  -1.1599566e-03  -6.6298111e-03  -8.7733870e-03  -1.2409082e-02  -8.3962244e-03  -1.2016643e-02  -6.8083317e-03
  -7.5412979e-01  -6.0120972e-01  -6.0176145e-01  -4.6291442e-01  -4.4165333e-01  -3.7607377e-01  -3.2131611e-01  -2.9760468e-01  -2.4724967e-01  -2.2765294e-01  -1.9077304e-01  -1.6554521e-01  -1.4657217e-01  -1.3008393e-01  -1.1322198e-01  -9.4183917e-02  -8.1150234e-02  -7.2815100e-02  -7.1763595e-02  -6.0124751e-02  -5.8572114e-02  -4.1339116e-02  -3.7300045e-02  -3.0881068e-02  -3.6448894e-02  -2.8457975e-02  -2.0309689e-02  -2.3607539e-02  -2.0170807e-02  -2.7802191e-02  -6.2575075e-03  -1.1516796e-02  -1.3941263e-02  -8.7227637e-03  -1.2214591e-02  -1.7423435e-02  -1.1553852e-02  -1.1485413e-02  -1.0551249e-02  -9.7403549e-03  -8.1100959e-03  -6.7257641e-03  -8.1852731e-03  -4.2963819e-03  -9.7637647e-03  -6.0570214e-03  -5.8615816e-03  -4.5853759e-03  -7.9292579e-03  -4.1629170e-03  -5.2745099e-03  -1.0248687e-02  -3.6838824e-03  -4.8703903e-03  -6.5827546e-03  -9.1415912e-03  -1.0117609e-03  -5.9624539e-03  -8.3536685e-03  -1.1673451e-02  -8.0414711e-03  -1.0973164e-02  -6.7107661e-03
