  -6.4582725e-01  -5.6398132e-01  -4.5227556e-01  -4.2234149e-01  -3.6894859e-01  -3.2454995e-01  -3.0244350e-01  -2.7759946e-01  -2.7561337e-01  -2.2953059e-01  -2.1500823e-01  -1.9731806e-01  -2.0082715e-01  -1.7852278e-01  -1.5391747e-01  -1.6286191e-01  -1.7337528e-01  -1.4330753e-01  -1.3195640e-01  -1.3148282e-01  -9.3500627e-02  -7.2761982e-02  -9.5887093e-02  -1.0217824e-01  -9.9779570e-02  -7.5128304e-02  -6.9048163e-02  -7.2677483e-02  -5.8223834e-02  -7.5407965e-02  -6.0157915e-02  -6.1087406e-02  -6.7670475e-02  -5.5883608e-02  -5.5762159e-02  -3.4535196e-02  -3.0009066e-02  -3.0213124e-02  -5.0050140e-02  -4.6903649e-02  -4.5219804e-02  -5.5908847e-02  -3.1804052e-02  -3.8650063e-02  -2.1344711e-02  -3.0491424e-02  -4.0182244e-02  -5.2633816e-02  -2.7767452e-02  -4.1967669e-02  -2.7879131e-02  -2.8814070e-02  -2.6606267e-02  -1.6632692e-02  -1.7635945e-02  -3.4869791e-02  -2.0248145e-02  -1.9941906e-02  -1.4955617e-02  -1.4791429e-02  -3.0753906e-02  -1.3144992e-02  -6.1505982e-03  -3.0378980e-02
  -6.4042061e-01  -5.5788113e-01  -4.5171196e-01  -4.1804870e-01  -3.6699510e-01  -3.2405291e-01  -3.0092179e-01  -2.7462805e-01  -2.7512847e-01  -2.2942143e-01  -2.1227340e-01  -1.9648517e-01  -2.0102401e-01  -1.7723352e-01  -1.5190260e-01  -1.6210087e-01  -1.7450330e-01  -1.4457611e-01  -1.3232402e-01  -1.2912265e-01  -9.2457667e-02  -7.5084355e-02  -9.7263727e-02  -1.0248737e-01  -9.9353418e-02  -7.5854475e-02  -7.0960867e-02  -7.2463560e-02  -6.0580070e-02  -7.5870006e-02  -6.0652371e-02  -5.9980289e-02  -6.7860599e-02  -5.5370630e-02  -5.5630485e-02  -3.5053566e-02  -2.8563554e-02  -2.7806854e-02  -5.0643023e-02  -4.9749000e-02  -4.4846039e-02  -5.4226978e-02  -3.1622678e-02  -3.8515148e-02  -1.8701745e-02  -3.2481952e-02  -4.0790486e-02  -5.1238881e-02  -2.7786509e-02  -4.1802008e-02  -2.4761467e-02  -2.7895750e-02  -2.3198077e-02  -1.5039899e-02  -1.9897506e-02  -3.3551161e-02  -1.9375658e-02  -1.8405431e-02  -1.5067820e-02  -1.8442265e-02  -3.0369573e-02  -1.2989260e-02  -7.4481595e-03  -2.9686387e-02
  -6.3485141e-01  -5.5044986e-01  -4.5070740e-01  -4.1242544e-01  -3.6434848e-01  -3.2315800e-01  -2.9847156e-01  -2.7119823e-01  -2.7329250e-01  -2.2898646e-01  -2.0962047e-01  -1.9614813e-01  -2.0118842e-01  -1.7524602e-01  -1.5036301e-01  -1.6071294e-01  -1.7456967e-01  -1.4508641e-01  -1.3218553e-01  -1.2658139e-01  -9.1668360e-02  -7.7475253e-02  -9.8687767e-02  -1.0206796e-01  -9.8632771e-02  -7.6247388e-02  -7.2434125e-02  -7.2200038e-02  -6.2863588e-02  -7.5937379e-02  -6.0392111e-02  -5.8459103e-02  -6.7760081e-02  -5.4764683e-02  -5.5098232e-02  -3.5908199e-02  -2.8184603e-02  -2.5830170e-02  -5.0911608e-02  -5.1568806e-02  -4.4786542e-02  -5.2230720e-02  -3.1588259e-02  -3.8621264e-02  -1.6999869e-02  -3.3494297e-02  -4.0753657e-02  -4.9521115e-02  -2.7453860e-02  -4.1281213e-02  -2.0410830e-02  -2.6164724e-02  -2.0323238e-02  -1.3835196e-02  -2.2243605e-02  -3.2556730e-02  -1.8991185e-02  -1.7033406e-02  -1.5937333e-02  -2.2004582e-02  -2.9513022e-02  -1.2664854e-02  -9.0614708e-03  -2.8770571e-02
  -6.2892803e-01  -5.4146100e-01  -4.4895810e-01  -4.0562532e-01  -3.6087075e-01  -3.2169845e-01  -2.9514305e-01  -2.6732112e-01  -2.7018978e-01  -2.2819937e-01  -2.0705120e-01  -1.9606996e-01  -2.0119501e-01  -1.7281621e-01  -1.4937433e-01  -1.5867530e-01  -1.7340537e-01  -1.4475275e-01  -1.3140512e-01  -1.2411753e-01  -9.1256800e-02  -7.9742792e-02  -9.9967027e-02  -1.0096463e-01  -9.7653208e-02  -7.6238445e-02  -7.3534228e-02  -7.1798377e-02  -6.4865133e-02  -7.5708427e-02  -5.9507946e-02  -5.6599525e-02  -6.7359292e-02  -5.4182604e-02  -5.4305751e-02  -3.7019346e-02  -2.8724837e-02  -2.4484969e-02  -5.0866160e-02  -5.2417994e-02  -4.5052327e-02  -4.9999236e-02  -3.1649707e-02  -3.9078004e-02  -1.6304800e-02  -3.3543979e-02  -4.0113767e-02  -4.7666374e-02  -2.6810480e-02  -4.0417384e-02  -1.5457876e-02  -2.3789611e-02  -1.8215385e-02  -1.3172168e-02  -2.4560784e-02  -3.1854128e-02  -1.9172273e-02  -1.5933442e-02  -1.7650133e-02  -2.5178956e-02  -2.8305205e-02  -1.2592133e-02  -1.0852978e-02  -2.7650465e-02
  -6.2240064e-01  -5.3083397e-01  -4.4622183e-01  -3.9787958e-01  -3.5647617e-01  -3.1950001e-01  -2.9103278e-01  -2.6302042e-01  -2.6599782e-01  -2.2701838e-01  -2.0455377e-01  -1.9592281e-01  -2.0088992e-01  -1.7019960e-01  -1.4889566e-01  -1.5599375e-01  -1.7092684e-01  -1.4354946e-01  -1.2990922e-01  -1.2192826e-01  -9.1273068e-02  -8.1676824e-02  -1.0091498e-01  -9.9257691e-02  -9.6455326e-02  -7.5808276e-02  -7.4348155e-02  -7.1183955e-02  -6.6405397e-02  -7.5237745e-02  -5.8177896e-02  -5.4500103e-02  -6.6654162e-02  -5.3724771e-02  -5.3441718e-02  -3.8275568e-02  -2.9946364e-02  -2.3890032e-02  -5.0549153e-02  -5.2472501e-02  -4.5630481e-02  -4.7594032e-02  -3.1717091e-02  -3.9918718e-02  -1.6609791e-02  -3.2740496e-02  -3.8970223e-02  -4.5798027e-02  -2.5963613e-02  -3.9263391e-02  -1.1217948e-02  -2.1019048e-02  -1.7024824e-02  -1.2990866e-02  -2.6714041e-02  -3.1328458e-02  -1.9825045e-02  -1.5179909e-02  -2.0079659e-02  -2.7731728e-02  -2.6881185e-02  -1.3114522e-02  -1.2633226e-02  -2.6373982e-02
  -6.1499395e-01  -5.1865006e-01  -4.4233188e-01  -3.8946117e-01  -3.5116276e-01  -3.1640248e-01  -2.8626323e-01  -2.5834327e-01  -2.6095311e-01  -2.2539359e-01  -2.0209694e-01  -1.9535742e-01  -2.0010986e-01  -1.6759876e-01  -1.4878791e-01  -1.5270840e-01  -1.6715946e-01  -1.4151837e-01  -1.2769974e-01  -1.2011888e-01  -9.1684765e-02  -8.3071731e-02  -1.0137432e-01  -9.7061581e-02  -9.5073637e-02  -7.5000300e-02  -7.4955007e-02  -7.0321286e-02  -6.7334133e-02  -7.4536540e-02  -5.6601308e-02  -5.2267340e-02  -6.5653647e-02  -5.3448543e-02  -5.2699424e-02  -3.9554209e-02  -3.1615857e-02  -2.4072065e-02  -5.0015715e-02  -5.1974372e-02  -4.6462300e-02  -4.5062797e-02  -3.1705510e-02  -4.1094453e-02  -1.7834829e-02  -3.1262104e-02  -3.7457799e-02  -4.3964304e-02  -2.5061816e-02  -3.7903818e-02  -1.0229079e-02  -1.8153122e-02  -1.6781583e-02  -1.3121642e-02  -2.8560249e-02  -3.0830661e-02  -2.0710420e-02  -1.4793241e-02  -2.2918225e-02  -2.9526018e-02  -2.5365078e-02  -1.4351346e-02  -1.4215583e-02  -2.5021464e-02
  -6.0643728e-01  -5.0513334e-01  -4.3719975e-01  -3.8063997e-01  -3.4502015e-01  -3.1228114e-01  -2.8095744e-01  -2.5336023e-01  -2.5530666e-01  -2.2327241e-01  -1.9962069e-01  -1.9407524e-01  -1.9869723e-01  -1.6512376e-01  -1.4884103e-01  -1.4888754e-01  -1.6223798e-01  -1.3876258e-01  -1.2484898e-01  -1.1868840e-01  -9.2381836e-02  -8.3751500e-02  -1.0122793e-01  -9.4511661e-02  -9.3521429e-02  -7.3911092e-02  -7.5400393e-02  -6.9225139e-02  -6.7534728e-02  -7.3582278e-02  -5.4973686e-02  -5.0001434e-02  -6.4387023e-02  -5.3347910e-02  -5.2221633e-02  -4.0737350e-02  -3.3525909e-02  -2.4962768e-02  -4.9312869e-02  -5.1167725e-02  -4.7425724e-02  -4.2446610e-02  -3.1559264e-02  -4.2478786e-02  -1.9828145e-02  -2.9322121e-02  -3.5716063e-02  -4.2153471e-02  -2.4257598e-02  -3.6436642e-02  -1.3370702e-02  -1.5503091e-02  -1.7369104e-02  -1.3422024e-02  -2.9967266e-02  -3.0225697e-02  -2.1533443e-02  -1.4720630e-02  -2.5777827e-02  -3.0527830e-02  -2.3850791e-02  -1.6182494e-02  -1.5456358e-02  -2.3689215e-02
  -5.9649094e-01  -4.9059840e-01  -4.3080910e-01  -3.7163814e-01  -3.3820897e-01  -3.0706356e-01  -2.7521496e-01  -2.4815049e-01  -2.4927873e-01  -2.2060039e-01  -1.9702834e-01  -1.9188200e-01  -1.9651001e-01  -1.6277231e-01  -1.4880341e-01  -1.4461019e-01  -1.5638337e-01  -1.3542699e-01  -1.2147881e-01  -1.1753116e-01  -9.3191828e-02  -8.3591505e-02  -1.0039905e-01  -9.1741912e-02  -9.1776871e-02  -7.2664726e-02  -7.5681457e-02  -6.7949720e-02  -6.6939107e-02  -7.2333420e-02  -5.3463657e-02  -4.7784714e-02  -6.2906186e-02  -5.3344918e-02  -5.2052069e-02  -4.1723913e-02  -3.5475905e-02  -2.6404966e-02  -4.8462874e-02  -5.0242256e-02  -4.8342201e-02  -3.9786892e-02  -3.1252274e-02  -4.3883659e-02  -2.2372932e-02  -2.7131698e-02  -3.3858557e-02  -4.0325152e-02  -2.3666170e-02  -3.4951630e-02  -1.8179089e-02  -1.3337582e-02  -1.8538975e-02  -1.3828045e-02  -3.0831575e-02  -2.9426240e-02  -2.2029355e-02  -1.4841764e-02  -2.8274920e-02  -3.0790955e-02  -2.2395943e-02  -1.8366193e-02  -1.6272865e-02  -2.2458765e-02
  -5.8496879e-01  -4.7537716e-01  -4.2320488e-01  -3.6259540e-01  -3.3091722e-01  -3.0073993e-01  -2.6909537e-01  -2.4277665e-01  -2.4302310e-01  -2.1731839e-01  -1.9418725e-01  -1.8871101e-01  -1.9342805e-01  -1.6043376e-01  -1.4841101e-01  -1.3994409e-01  -1.4986274e-01  -1.3167082e-01  -1.1773161e-01  -1.1645375e-01  -9.3902750e-02  -8.2533515e-02  -9.8845782e-02  -8.8860524e-02  -8.9778786e-02  -7.1382932e-02  -7.5748111e-02  -6.6559348e-02  -6.5546291e-02  -7.0746278e-02  -5.2194114e-02  -4.5675031e-02  -6.1281011e-02  -5.3298397e-02  -5.2115668e-02  -4.2437708e-02  -3.7259195e-02  -2.8171489e-02  -4.7454318e-02  -4.9299217e-02  -4.9006721e-02  -3.7129475e-02  -3.0774539e-02  -4.5086169e-02  -2.5201673e-02  -2.4865865e-02  -3.1953429e-02  -3.8439699e-02  -2.3334409e-02  -3.3513084e-02  -2.3000277e-02  -1.1815259e-02  -1.9963735e-02  -1.4320705e-02  -3.1091156e-02  -2.8405678e-02  -2.2011643e-02  -1.5011060e-02  -3.0083793e-02  -3.0428085e-02  -2.1028933e-02  -2.0644844e-02  -1.6642439e-02  -2.1365996e-02
  -5.7175689e-01  -4.5974465e-01  -4.1448122e-01  -3.5355320e-01  -3.2330713e-01  -2.9336700e-01  -2.6261390e-01  -2.3725985e-01  -2.3660942e-01  -2.1336074e-01  -1.9094303e-01  -1.8461617e-01  -1.8935949e-01  -1.5791672e-01  -1.4741682e-01  -1.3492983e-01  -1.4294423e-01  -1.2764049e-01  -1.1374262e-01  -1.1520676e-01  -9.4291266e-02  -8.0592811e-02  -9.6555309e-02  -8.5932267e-02  -8.7438052e-02  -7.0161208e-02  -7.5520255e-02  -6.5094856e-02  -6.3432756e-02  -6.8791992e-02  -5.1229912e-02  -4.3705248e-02  -5.9589395e-02  -5.3031791e-02  -5.2238256e-02  -4.2831574e-02  -3.8673576e-02  -2.9995615e-02  -4.6243284e-02  -4.8347563e-02  -4.9225603e-02  -3.4524212e-02  -3.0117971e-02  -4.5864337e-02  -2.8019117e-02  -2.2641504e-02  -3.0023766e-02  -3.6473413e-02  -2.3233544e-02  -3.2153144e-02  -2.7211358e-02  -1.0929292e-02  -2.1295976e-02  -1.4867990e-02  -3.0733128e-02  -2.7192595e-02  -2.1386149e-02  -1.5114277e-02  -3.0971444e-02  -2.9578009e-02  -1.9762048e-02  -2.2784919e-02  -1.6589966e-02  -2.0386931e-02
